[10, 0, 10, 1, 10, 4, 10, 9, 10, 9, 10]
[10, 0, 10, 1, 10, 9, 10, 0, 10, 0, 10]
[10, 0, 10, 1, 10, 9, 10, 0, 10, 1, 10]
[10, 0, 10, 1, 10, 9, 10, 0, 10, 4, 10]
[10, 0, 10, 1, 10, 9, 10, 0, 10, 9, 10]
[10, 0, 10, 1, 10, 9, 10, 1, 10, 0, 10]
[10, 0, 10, 1, 10, 9, 10, 1, 10, 1, 10]
[10, 0, 10, 1, 10, 9, 10, 1, 10, 4, 10]
[10, 0, 10, 1, 10, 9, 10, 1, 10, 9, 10]
[10, 0, 10, 1, 10, 9, 10, 4, 10, 0, 10]
[10, 0, 10, 1, 10, 9, 10, 4, 10, 1, 10]
[10, 0, 10, 1, 10, 9, 10, 4, 10, 4, 10]
[10, 0, 10, 1, 10, 9, 10, 4, 10, 9, 10]
[10, 0, 10, 1, 10, 9, 10, 9, 10, 0, 10]
[10, 0, 10, 1, 10, 9, 10, 9, 10, 1, 10]
[10, 0, 10, 1, 10, 9, 10, 9, 10, 4, 10]
[10, 0, 10, 1, 10, 9, 10, 9, 10, 9, 10]
[10, 0, 10, 4, 10, 0, 10, 0, 10, 0, 10]
[10, 0, 10, 4, 10, 0, 10, 0, 10, 1, 10]
[10, 0, 10, 4, 10, 0, 10, 0, 10, 4, 10]
[10, 0, 10, 4, 10, 0, 10, 0, 10, 9, 10]
[10, 0, 10, 4, 10, 0, 10, 1, 10, 0, 10]
[10, 0, 10, 4, 10, 0, 10, 1, 10, 1, 10]
[10, 0, 10, 4, 10, 0, 10, 1, 10, 4, 10]
[10, 0, 10, 4, 10, 0, 10, 1, 10, 9, 10]
[10, 0, 10, 4, 10, 0, 10, 4, 10, 0, 10]
[10, 0, 10, 4, 10, 0, 10, 4, 10, 1, 10]
[10, 0, 10, 4, 10, 0, 10, 4, 10, 4, 10]
[10, 0, 10, 4, 10, 0, 10, 4, 10, 9, 10]
[10, 0, 10, 4, 10, 0, 10, 9, 10, 0, 10]
[10, 0, 10, 4, 10, 0, 10, 9, 10, 1, 10]
[10, 0, 10, 4, 10, 0, 10, 9, 10, 4, 10]
[10, 0, 10, 4, 10, 0, 10, 9, 10, 9, 10]
[10, 0, 10, 4, 10, 1, 10, 0, 10, 0, 10]
[10, 0, 10, 4, 10, 1, 10, 0, 10, 1, 10]
[10, 0, 10, 4, 10, 1, 10, 0, 10, 4, 10]
[10, 0, 10, 4, 10, 1, 10, 0, 10, 9, 10]
[10, 0, 10, 4, 10, 1, 10, 1, 10, 0, 10]
[10, 0, 10, 4, 10, 1, 10, 1, 10, 1, 10]
[10, 0, 10, 4, 10, 1, 10, 1, 10, 4, 10]
[10, 0, 10, 4, 10, 1, 10, 1, 10, 9, 10]
[10, 0, 10, 4, 10, 1, 10, 4, 10, 0, 10]
[10, 0, 10, 4, 10, 1, 10, 4, 10, 1, 10]
[10, 0, 10, 4, 10, 1, 10, 4, 10, 4, 10]
[10, 0, 10, 4, 10, 1, 10, 4, 10, 9, 10]
[10, 0, 10, 4, 10, 1, 10, 9, 10, 0, 10]
[10, 0, 10, 4, 10, 1, 10, 9, 10, 1, 10]
[10, 0, 10, 4, 10, 1, 10, 9, 10, 4, 10]
[10, 0, 10, 4, 10, 1, 10, 9, 10, 9, 10]
[10, 0, 10, 4, 10, 4, 10, 0, 10, 0, 10]
[10, 0, 10, 4, 10, 4, 10, 0, 10, 1, 10]
[10, 0, 10, 4, 10, 4, 10, 0, 10, 4, 10]
[10, 0, 10, 4, 10, 4, 10, 0, 10, 9, 10]
[10, 0, 10, 4, 10, 4, 10, 1, 10, 0, 10]
[10, 0, 10, 4, 10, 4, 10, 1, 10, 1, 10]
[10, 0, 10, 4, 10, 4, 10, 1, 10, 4, 10]
[10, 0, 10, 4, 10, 4, 10, 1, 10, 9, 10]
[10, 0, 10, 4, 10, 4, 10, 4, 10, 0, 10]
[10, 0, 10, 4, 10, 4, 10, 4, 10, 1, 10]
[10, 0, 10, 4, 10, 4, 10, 4, 10, 4, 10]
[10, 0, 10, 4, 10, 4, 10, 4, 10, 9, 10]
[10, 0, 10, 4, 10, 4, 10, 9, 10, 0, 10]
[10, 0, 10, 4, 10, 4, 10, 9, 10, 1, 10]
[10, 0, 10, 4, 10, 4, 10, 9, 10, 4, 10]
[10, 0, 10, 4, 10, 4, 10, 9, 10, 9, 10]
[10, 0, 10, 4, 10, 9, 10, 0, 10, 0, 10]
[10, 0, 10, 4, 10, 9, 10, 0, 10, 1, 10]
[10, 0, 10, 4, 10, 9, 10, 0, 10, 4, 10]
[10, 0, 10, 4, 10, 9, 10, 0, 10, 9, 10]
[10, 0, 10, 4, 10, 9, 10, 1, 10, 0, 10]
[10, 0, 10, 4, 10, 9, 10, 1, 10, 1, 10]
[10, 0, 10, 4, 10, 9, 10, 1, 10, 4, 10]
[10, 0, 10, 4, 10, 9, 10, 1, 10, 9, 10]
[10, 0, 10, 4, 10, 9, 10, 4, 10, 0, 10]
[10, 0, 10, 4, 10, 9, 10, 4, 10, 1, 10]
[10, 0, 10, 4, 10, 9, 10, 4, 10, 4, 10]
[10, 0, 10, 4, 10, 9, 10, 4, 10, 9, 10]
[10, 0, 10, 4, 10, 9, 10, 9, 10, 0, 10]
[10, 0, 10, 4, 10, 9, 10, 9, 10, 1, 10]
[10, 0, 10, 4, 10, 9, 10, 9, 10, 4, 10]
[10, 0, 10, 4, 10, 9, 10, 9, 10, 9, 10]
[10, 0, 10, 9, 10, 0, 10, 0, 10, 0, 10]
[10, 0, 10, 9, 10, 0, 10, 0, 10, 1, 10]
[10, 0, 10, 9, 10, 0, 10, 0, 10, 4, 10]
[10, 0, 10, 9, 10, 0, 10, 0, 10, 9, 10]
[10, 0, 10, 9, 10, 0, 10, 1, 10, 0, 10]
[10, 0, 10, 9, 10, 0, 10, 1, 10, 1, 10]
[10, 0, 10, 9, 10, 0, 10, 1, 10, 4, 10]
[10, 0, 10, 9, 10, 0, 10, 1, 10, 9, 10]
[10, 0, 10, 9, 10, 0, 10, 4, 10, 0, 10]
[10, 0, 10, 9, 10, 0, 10, 4, 10, 1, 10]
[10, 0, 10, 9, 10, 0, 10, 4, 10, 4, 10]
[10, 0, 10, 9, 10, 0, 10, 4, 10, 9, 10]
[10, 0, 10, 9, 10, 0, 10, 9, 10, 0, 10]
[10, 0, 10, 9, 10, 0, 10, 9, 10, 1, 10]
[10, 0, 10, 9, 10, 0, 10, 9, 10, 4, 10]
[10, 0, 10, 9, 10, 0, 10, 9, 10, 9, 10]
[10, 0, 10, 9, 10, 1, 10, 0, 10, 0, 10]
[10, 0, 10, 9, 10, 1, 10, 0, 10, 1, 10]
[10, 0, 10, 9, 10, 1, 10, 0, 10, 4, 10]
[10, 0, 10, 9, 10, 1, 10, 0, 10, 9, 10]
[10, 0, 10, 9, 10, 1, 10, 1, 10, 0, 10]
[10, 0, 10, 9, 10, 1, 10, 1, 10, 1, 10]
[10, 0, 10, 9, 10, 1, 10, 1, 10, 4, 10]
[10, 0, 10, 9, 10, 1, 10, 1, 10, 9, 10]
[10, 0, 10, 9, 10, 1, 10, 4, 10, 0, 10]
[10, 0, 10, 9, 10, 1, 10, 4, 10, 1, 10]
[10, 0, 10, 9, 10, 1, 10, 4, 10, 4, 10]
[10, 0, 10, 9, 10, 1, 10, 4, 10, 9, 10]
[10, 0, 10, 9, 10, 1, 10, 9, 10, 0, 10]
[10, 0, 10, 9, 10, 1, 10, 9, 10, 1, 10]
[10, 0, 10, 9, 10, 1, 10, 9, 10, 4, 10]
[10, 0, 10, 9, 10, 1, 10, 9, 10, 9, 10]
[10, 0, 10, 9, 10, 4, 10, 0, 10, 0, 10]
[10, 0, 10, 9, 10, 4, 10, 0, 10, 1, 10]
[10, 0, 10, 9, 10, 4, 10, 0, 10, 4, 10]
[10, 0, 10, 9, 10, 4, 10, 0, 10, 9, 10]
[10, 0, 10, 9, 10, 4, 10, 1, 10, 0, 10]
[10, 0, 10, 9, 10, 4, 10, 1, 10, 1, 10]
[10, 0, 10, 9, 10, 4, 10, 1, 10, 4, 10]
[10, 0, 10, 9, 10, 4, 10, 1, 10, 9, 10]
[10, 0, 10, 9, 10, 4, 10, 4, 10, 0, 10]
[10, 0, 10, 9, 10, 4, 10, 4, 10, 1, 10]
[10, 0, 10, 9, 10, 4, 10, 4, 10, 4, 10]
[10, 0, 10, 9, 10, 4, 10, 4, 10, 9, 10]
[10, 0, 10, 9, 10, 4, 10, 9, 10, 0, 10]
[10, 0, 10, 9, 10, 4, 10, 9, 10, 1, 10]
[10, 0, 10, 9, 10, 4, 10, 9, 10, 4, 10]
[10, 0, 10, 9, 10, 4, 10, 9, 10, 9, 10]
[10, 0, 10, 9, 10, 9, 10, 0, 10, 0, 10]
[10, 0, 10, 9, 10, 9, 10, 0, 10, 1, 10]
[10, 0, 10, 9, 10, 9, 10, 0, 10, 4, 10]
[10, 0, 10, 9, 10, 9, 10, 0, 10, 9, 10]
[10, 0, 10, 9, 10, 9, 10, 1, 10, 0, 10]
[10, 0, 10, 9, 10, 9, 10, 1, 10, 1, 10]
[10, 0, 10, 9, 10, 9, 10, 1, 10, 4, 10]
[10, 0, 10, 9, 10, 9, 10, 1, 10, 9, 10]
[10, 0, 10, 9, 10, 9, 10, 4, 10, 0, 10]
[10, 0, 10, 9, 10, 9, 10, 4, 10, 1, 10]
[10, 0, 10, 9, 10, 9, 10, 4, 10, 4, 10]
[10, 0, 10, 9, 10, 9, 10, 4, 10, 9, 10]
[10, 0, 10, 9, 10, 9, 10, 9, 10, 0, 10]
[10, 0, 10, 9, 10, 9, 10, 9, 10, 1, 10]
[10, 0, 10, 9, 10, 9, 10, 9, 10, 4, 10]
[10, 0, 10, 9, 10, 9, 10, 9, 10, 9, 10]
[10, 1, 10, 0, 10, 0, 10, 0, 10, 0, 10]
[10, 1, 10, 0, 10, 0, 10, 0, 10, 1, 10]
[10, 1, 10, 0, 10, 0, 10, 0, 10, 4, 10]
[10, 1, 10, 0, 10, 0, 10, 0, 10, 9, 10]
[10, 1, 10, 0, 10, 0, 10, 1, 10, 0, 10]
[10, 1, 10, 0, 10, 0, 10, 1, 10, 1, 10]
[10, 1, 10, 0, 10, 0, 10, 1, 10, 4, 10]
[10, 1, 10, 0, 10, 0, 10, 1, 10, 9, 10]
[10, 1, 10, 0, 10, 0, 10, 4, 10, 0, 10]
[10, 1, 10, 0, 10, 0, 10, 4, 10, 1, 10]
[10, 1, 10, 0, 10, 0, 10, 4, 10, 4, 10]
[10, 1, 10, 0, 10, 0, 10, 4, 10, 9, 10]
[10, 1, 10, 0, 10, 0, 10, 9, 10, 0, 10]
[10, 1, 10, 0, 10, 0, 10, 9, 10, 1, 10]
[10, 1, 10, 0, 10, 0, 10, 9, 10, 4, 10]
[10, 1, 10, 0, 10, 0, 10, 9, 10, 9, 10]
[10, 1, 10, 0, 10, 1, 10, 0, 10, 0, 10]
[10, 1, 10, 0, 10, 1, 10, 0, 10, 1, 10]
[10, 1, 10, 0, 10, 1, 10, 0, 10, 4, 10]
[10, 1, 10, 0, 10, 1, 10, 0, 10, 9, 10]
[10, 1, 10, 0, 10, 1, 10, 1, 10, 0, 10]
[10, 1, 10, 0, 10, 1, 10, 1, 10, 1, 10]
[10, 1, 10, 0, 10, 1, 10, 1, 10, 4, 10]
[10, 1, 10, 0, 10, 1, 10, 1, 10, 9, 10]
[10, 1, 10, 0, 10, 1, 10, 4, 10, 0, 10]
[10, 1, 10, 0, 10, 1, 10, 4, 10, 1, 10]
[10, 1, 10, 0, 10, 1, 10, 4, 10, 4, 10]
[10, 1, 10, 0, 10, 1, 10, 4, 10, 9, 10]
[10, 1, 10, 0, 10, 1, 10, 9, 10, 0, 10]
[10, 1, 10, 0, 10, 1, 10, 9, 10, 1, 10]
[10, 1, 10, 0, 10, 1, 10, 9, 10, 4, 10]
[10, 1, 10, 0, 10, 1, 10, 9, 10, 9, 10]
[10, 1, 10, 0, 10, 4, 10, 0, 10, 0, 10]
[10, 1, 10, 0, 10, 4, 10, 0, 10, 1, 10]
[10, 1, 10, 0, 10, 4, 10, 0, 10, 4, 10]
[10, 1, 10, 0, 10, 4, 10, 0, 10, 9, 10]
[10, 1, 10, 0, 10, 4, 10, 1, 10, 0, 10]
[10, 1, 10, 0, 10, 4, 10, 1, 10, 1, 10]
[10, 1, 10, 0, 10, 4, 10, 1, 10, 4, 10]
[10, 1, 10, 0, 10, 4, 10, 1, 10, 9, 10]
[10, 1, 10, 0, 10, 4, 10, 4, 10, 0, 10]
[10, 1, 10, 0, 10, 4, 10, 4, 10, 1, 10]
[10, 1, 10, 0, 10, 4, 10, 4, 10, 4, 10]
[10, 1, 10, 0, 10, 4, 10, 4, 10, 9, 10]
[10, 1, 10, 0, 10, 4, 10, 9, 10, 0, 10]
[10, 1, 10, 0, 10, 4, 10, 9, 10, 1, 10]
[10, 1, 10, 0, 10, 4, 10, 9, 10, 4, 10]
[10, 1, 10, 0, 10, 4, 10, 9, 10, 9, 10]
[10, 1, 10, 0, 10, 9, 10, 0, 10, 0, 10]
[10, 1, 10, 0, 10, 9, 10, 0, 10, 1, 10]
[10, 1, 10, 0, 10, 9, 10, 0, 10, 4, 10]
[10, 1, 10, 0, 10, 9, 10, 0, 10, 9, 10]
[10, 1, 10, 0, 10, 9, 10, 1, 10, 0, 10]
[10, 1, 10, 0, 10, 9, 10, 1, 10, 1, 10]
[10, 1, 10, 0, 10, 9, 10, 1, 10, 4, 10]
[10, 1, 10, 0, 10, 9, 10, 1, 10, 9, 10]
[10, 1, 10, 0, 10, 9, 10, 4, 10, 0, 10]
[10, 1, 10, 0, 10, 9, 10, 4, 10, 1, 10]
[10, 1, 10, 0, 10, 9, 10, 4, 10, 4, 10]
[10, 1, 10, 0, 10, 9, 10, 4, 10, 9, 10]
[10, 1, 10, 0, 10, 9, 10, 9, 10, 0, 10]
[10, 1, 10, 0, 10, 9, 10, 9, 10, 1, 10]
[10, 1, 10, 0, 10, 9, 10, 9, 10, 4, 10]
[10, 1, 10, 0, 10, 9, 10, 9, 10, 9, 10]
[10, 1, 10, 1, 10, 0, 10, 0, 10, 0, 10]
[10, 1, 10, 1, 10, 0, 10, 0, 10, 1, 10]
[10, 1, 10, 1, 10, 0, 10, 0, 10, 4, 10]
[10, 1, 10, 1, 10, 0, 10, 0, 10, 9, 10]
[10, 1, 10, 1, 10, 0, 10, 1, 10, 0, 10]
[10, 1, 10, 1, 10, 0, 10, 1, 10, 1, 10]
[10, 1, 10, 1, 10, 0, 10, 1, 10, 4, 10]
[10, 1, 10, 1, 10, 0, 10, 1, 10, 9, 10]
[10, 1, 10, 1, 10, 0, 10, 4, 10, 0, 10]
[10, 1, 10, 1, 10, 0, 10, 4, 10, 1, 10]
[10, 1, 10, 1, 10, 0, 10, 4, 10, 4, 10]
[10, 1, 10, 1, 10, 0, 10, 4, 10, 9, 10]
[10, 1, 10, 1, 10, 0, 10, 9, 10, 0, 10]
[10, 1, 10, 1, 10, 0, 10, 9, 10, 1, 10]
[10, 1, 10, 1, 10, 0, 10, 9, 10, 4, 10]
[10, 1, 10, 1, 10, 0, 10, 9, 10, 9, 10]
[10, 1, 10, 1, 10, 1, 10, 0, 10, 0, 10]
[10, 1, 10, 1, 10, 1, 10, 0, 10, 1, 10]
[10, 1, 10, 1, 10, 1, 10, 0, 10, 4, 10]
[10, 1, 10, 1, 10, 1, 10, 0, 10, 9, 10]
[10, 1, 10, 1, 10, 1, 10, 1, 10, 0, 10]
[10, 1, 10, 1, 10, 1, 10, 1, 10, 1, 10]
[10, 1, 10, 1, 10, 1, 10, 1, 10, 4, 10]
[10, 1, 10, 1, 10, 1, 10, 1, 10, 9, 10]
[10, 1, 10, 1, 10, 1, 10, 4, 10, 0, 10]
[10, 1, 10, 1, 10, 1, 10, 4, 10, 1, 10]
[10, 1, 10, 1, 10, 1, 10, 4, 10, 4, 10]
[10, 1, 10, 1, 10, 1, 10, 4, 10, 9, 10]
[10, 1, 10, 1, 10, 1, 10, 9, 10, 0, 10]
[10, 1, 10, 1, 10, 1, 10, 9, 10, 1, 10]
[10, 1, 10, 1, 10, 1, 10, 9, 10, 4, 10]
[10, 1, 10, 1, 10, 1, 10, 9, 10, 9, 10]
[10, 1, 10, 1, 10, 4, 10, 0, 10, 0, 10]
[10, 1, 10, 1, 10, 4, 10, 0, 10, 1, 10]
[10, 1, 10, 1, 10, 4, 10, 0, 10, 4, 10]
[10, 1, 10, 1, 10, 4, 10, 0, 10, 9, 10]
[10, 1, 10, 1, 10, 4, 10, 1, 10, 0, 10]
[10, 1, 10, 1, 10, 4, 10, 1, 10, 1, 10]
[10, 1, 10, 1, 10, 4, 10, 1, 10, 4, 10]
[10, 1, 10, 1, 10, 4, 10, 1, 10, 9, 10]
[10, 1, 10, 1, 10, 4, 10, 4, 10, 0, 10]
[10, 1, 10, 1, 10, 4, 10, 4, 10, 1, 10]
[10, 1, 10, 1, 10, 4, 10, 4, 10, 4, 10]
[10, 1, 10, 1, 10, 4, 10, 4, 10, 9, 10]
[10, 1, 10, 1, 10, 4, 10, 9, 10, 0, 10]
[10, 1, 10, 1, 10, 4, 10, 9, 10, 1, 10]
[10, 1, 10, 1, 10, 4, 10, 9, 10, 4, 10]
[10, 1, 10, 1, 10, 4, 10, 9, 10, 9, 10]
[10, 1, 10, 1, 10, 9, 10, 0, 10, 0, 10]
[10, 1, 10, 1, 10, 9, 10, 0, 10, 1, 10]
[10, 1, 10, 1, 10, 9, 10, 0, 10, 4, 10]
[10, 1, 10, 1, 10, 9, 10, 0, 10, 9, 10]
[10, 1, 10, 1, 10, 9, 10, 1, 10, 0, 10]
[10, 1, 10, 1, 10, 9, 10, 1, 10, 1, 10]
[10, 1, 10, 1, 10, 9, 10, 1, 10, 4, 10]
[10, 1, 10, 1, 10, 9, 10, 1, 10, 9, 10]
[10, 1, 10, 1, 10, 9, 10, 4, 10, 0, 10]
[10, 1, 10, 1, 10, 9, 10, 4, 10, 1, 10]
[10, 1, 10, 1, 10, 9, 10, 4, 10, 4, 10]
[10, 1, 10, 1, 10, 9, 10, 4, 10, 9, 10]
[10, 1, 10, 1, 10, 9, 10, 9, 10, 0, 10]
[10, 1, 10, 1, 10, 9, 10, 9, 10, 1, 10]
[10, 1, 10, 1, 10, 9, 10, 9, 10, 4, 10]
[10, 1, 10, 1, 10, 9, 10, 9, 10, 9, 10]
[10, 1, 10, 4, 10, 0, 10, 0, 10, 0, 10]
[10, 1, 10, 4, 10, 0, 10, 0, 10, 1, 10]
[10, 1, 10, 4, 10, 0, 10, 0, 10, 4, 10]
[10, 1, 10, 4, 10, 0, 10, 0, 10, 9, 10]
[10, 1, 10, 4, 10, 0, 10, 1, 10, 0, 10]
[10, 1, 10, 4, 10, 0, 10, 1, 10, 1, 10]
[10, 1, 10, 4, 10, 0, 10, 1, 10, 4, 10]
[10, 1, 10, 4, 10, 0, 10, 1, 10, 9, 10]
[10, 1, 10, 4, 10, 0, 10, 4, 10, 0, 10]
[10, 1, 10, 4, 10, 0, 10, 4, 10, 1, 10]
[10, 1, 10, 4, 10, 0, 10, 4, 10, 4, 10]
[10, 1, 10, 4, 10, 0, 10, 4, 10, 9, 10]
[10, 1, 10, 4, 10, 0, 10, 9, 10, 0, 10]
[10, 1, 10, 4, 10, 0, 10, 9, 10, 1, 10]
[10, 1, 10, 4, 10, 0, 10, 9, 10, 4, 10]
[10, 1, 10, 4, 10, 0, 10, 9, 10, 9, 10]
[10, 1, 10, 4, 10, 1, 10, 0, 10, 0, 10]
[10, 1, 10, 4, 10, 1, 10, 0, 10, 1, 10]
[10, 1, 10, 4, 10, 1, 10, 0, 10, 4, 10]
[10, 1, 10, 4, 10, 1, 10, 0, 10, 9, 10]
[10, 1, 10, 4, 10, 1, 10, 1, 10, 0, 10]
[10, 1, 10, 4, 10, 1, 10, 1, 10, 1, 10]
[10, 1, 10, 4, 10, 1, 10, 1, 10, 4, 10]
[10, 1, 10, 4, 10, 1, 10, 1, 10, 9, 10]
[10, 1, 10, 4, 10, 1, 10, 4, 10, 0, 10]
[10, 1, 10, 4, 10, 1, 10, 4, 10, 1, 10]
[10, 1, 10, 4, 10, 1, 10, 4, 10, 4, 10]
